Item_ID;UNIT;repeated;New_Cycle;Block;Block_Seq;Grade;Subject;Cycle;Secured_Status;Scaling_Status;Content_Domain;Topic_Area;Topic;Biology_Applying;Biology_Knowing;Biology_Reasoning;Chemistry_Applying;Chemistry_Knowing;Chemistry_Reasoning;Earth_Applying;Earth_Knowing;Earth_Reasoning;Physics_Applying;Physics_Knowing;Physics_Reasoning;Topic;Performance_Objective;Cognitive_Domain;Item_Type;Options;Key;Maximum_Points;Label;derived;a;b;c
S052261;;0;0;S03;01;8;S;5;Restricted_Use;Yes;Biology;Characteristics_and_Life_Processes_of_Organisms;;0;1;0;0;0;0;0;0;0;0;0;0;3;A;Knowing;MC;4;B;1;Why_people_shiver_when_cold;0;0.66670337;-0.71824779;0.091882718
S052262;;0;1;S07;02;8;S;5;Restricted_Use;Yes;Biology;Characteristics_and_Life_Processes_of_Organisms;;1;0;0;0;0;0;0;0;0;0;0;0;2C;;Applying;MC;4;A;1;Biceps_and_triceps_;0;0.755302904;0.734005362;0.260369616
S052263A;S052263;0;0;S03;03A;8;S;5;Restricted_Use;Yes;Biology;Cells_and_Their_Functions;;0;0;1;0;0;0;0;0;0;0;0;0;2;B;Reasoning;CR;;;1;Cellular_respiration:_tubes_1_&_2;0;1.428454851;1.376540112;0.001655568
S052263B;S052263;0;0;S03;03B;8;S;5;Restricted_Use;Yes;Biology;Cells_and_Their_Functions;;0;0;1;0;0;0;0;0;0;0;0;0;2;B;Reasoning;CR;;;1;Cellular_respiration:_tube_4;0;2.013439119;1.035504535;0.043623471
S052265;;0;0;S03;04;8;S;5;Restricted_Use;Yes;Biology;Life_Cycles_Reproduction_and_Heredity;;1;0;0;0;0;0;0;0;0;0;0;0;2;B;Applying;CR;;;1;Manx_cats_bred_together;0;1.134831947;1.741996413;0.00050306
S052267;;0;1;S07;03;8;S;5;Restricted_Use;Yes;Biology;Life_Cycles_Reproduction_and_Heredity;;0;1;0;0;0;0;0;0;0;0;0;0;2C;;Knowing;MC;4;C;1;Acquired_characteristics;0;1.136017892;2.226976404;0.225741082
S052272;;0;1;S05;02;8;S;5;Restricted_Use;Yes;Biology;Ecosystems;;0;0;1;0;0;0;0;0;0;0;0;0;4B;;Reasoning;CR;–;–;1;Trout_and_frog_populations;0;1.081623413;-1.021932252;0.002160963
S052276;;0;0;S06;04;8;S;5;Restricted_Use;Yes;Biology;Human_Health;;0;1;0;0;0;0;0;0;0;0;0;0;2;B;Knowing;MC;4;D;1;Good_source_of_calcium;0;0.797806002;-1.571021675;0.007219851
S052280;;0;0;S03;05;8;S;5;Restricted_Use;Yes;Chemistry;Properties_of_Matter;;0;0;0;0;1;0;0;0;0;0;0;0;2;B;Knowing;MC;4;A;1;Property_of_nonmetals;0;0.782037789;-0.044818489;0.119192025
S052282;;0;1;S05;07;8;S;5;Restricted_Use;Yes;Chemistry;Properties_of_Matter;;0;0;0;0;1;0;0;0;0;0;0;0;4B;;Knowing;MC;4;C;1;Property_of_acid_and_base;0;0.724267377;0.970627937;0.157860456
S052289A;S052289;0;0;S03;12A;8;S;5;Restricted_Use;Yes;Earth_Science;Earth_s_Structure_and_Physical_Features;;0;0;0;0;0;0;1;0;0;0;0;0;1;D;Applying;MC;4;C;1;Artesian_water:__Moving_up_pipe;0;1.250002192;-2.065242229;0.187215662
S052289B;S052289;0;0;S03;12B;8;S;5;Restricted_Use;Yes;Earth_Science;Earth_s_Structure_and_Physical_Features;;0;0;0;0;0;0;1;0;0;0;0;0;1;D;Applying;MC;4;A;1;Artesian_water:_Difference_in_flow;0;0.720529566;0.137009551;0.067914765
S052289C;S052289;0;0;S03;12C;8;S;5;Restricted_Use;Yes;Earth_Science;Earth_s_Structure_and_Physical_Features;;0;0;0;0;0;0;1;0;0;0;0;0;1;D;Applying;CR;;;1;Artesian_water:_Temperature;0;0.834167747;0.963682147;0.002956198
S052294;;0;1;S01;12;8;S;5;Restricted_Use;Yes;Earth_Science;Earth_s_Structure_and_Physical_Features;;0;0;0;0;0;0;0;1;0;0;0;0;2B;;Knowing;MC;4;A;1;Temperature_outside_an_airplane;0;0.964196556;-1.232530724;0.039191862
S052299;;0;1;S05;08;8;S;5;Restricted_Use;Yes;Chemistry;Chemical_Change;;0;0;0;0;1;0;0;0;0;0;0;0;1C;;Knowing;MC;4;B;1;Process_that_makes_statue_dark;0;1.295205418;-1.475198391;0.010072225
S052303A;S052303;0;0;S06;05A;8;S;5;Restricted_Use;Yes;Biology;Ecosystems;;1;0;0;0;0;0;0;0;0;0;0;0;3;B;Applying;MC;4;B;1;Pond:_Fish_eat_mosquito_larvae;0;0.259436613;-2.298953071;0.036768348
S052303B;S052303;0;0;S06;05B;8;S;5;Restricted_Use;Yes;Biology;Ecosystems;;0;0;1;0;0;0;0;0;0;0;0;0;4;B;Reasoning;CR;;;1;Pond:_Adding_more_fish_;0;0.78533949;0.662347476;0.002687397
S062004;;0;1;S06;11;8;S;6;Restricted_Use;Yes;Chemistry;Composition_of_Matter;;0;0;0;0;1;0;0;0;0;0;0;0;1B;;Knowing;MC;4;B;1;Block_pounded_into_flat_sheet;0;2.123295886;1.084179625;0.214813403
S062005;;0;1;S06;09;8;S;6;Restricted_Use;Yes;Physics;Physical_States_and_Changes_in_Matter;;0;0;0;0;0;0;0;0;0;1;0;0;1A;;Applying;CR;–;–;1;Syringes_with_solid_and_air;0;1.738515225;0.843692096;0.046462814
S062007;;0;1;S03;02;8;S;6;Restricted_Use;Yes;Chemistry;Composition_of_Matter;;0;0;0;1;0;0;0;0;0;0;0;0;1B;;Applying;MC;4;D;1;Models_of_carbon_dioxide;0;0.988315309;0.19109629;0.003118099
S062010A;S062010;0;1;S02;05A;8;S;6;Restricted_Use;No;Chemistry;Properties_of_Matter;;0;0;0;0;1;0;0;0;0;0;0;0;1;A;Knowing;MC;2;B;1;Physical_or_chemical_property:_reactivity;0;0.856188811;0.719819397;0.283994226
S062010B;S062010;0;1;S02;05B;8;S;6;Restricted_Use;No;Chemistry;Properties_of_Matter;;0;0;0;0;1;0;0;0;0;0;0;0;1;A;Knowing;MC;2;A;1;Physical_or_chemical_property:_boiling_pt;0;0.71952755;0.093399316;0.120455195
S062010C;S062010;0;1;S02;05C;8;S;6;Restricted_Use;No;Chemistry;Properties_of_Matter;;0;0;0;0;1;0;0;0;0;0;0;0;1;A;Knowing;MC;2;B;1;Physical_or_chemical_property:_acidity;0;0.927789198;-1.606701494;0.131700916
S062018A;;0;;S09;08A;8;S;6;Secured;No;Chemistry;Composition_of_Matter;;0;0;0;0;1;0;0;0;0;0;0;0;2A;;Knowing;MC;3;B;1;Element_compound_mixture:_sugar;0;2.174641451;1.839383683;0.364386894
S062018B;S062018;0;1;S09;08B;8;S;6;Secured;No;Chemistry;Composition_of_Matter;;0;0;0;0;1;0;0;0;0;0;0;0;2A;;Knowing;MC;3;A;1;Element_compound_mixture:_iron;0;2.183757792;0.857307999;0.461313353
S062018C;;0;;S09;08C;8;S;6;Secured;No;Chemistry;Composition_of_Matter;;0;0;0;0;1;0;0;0;0;0;0;0;2A;;Knowing;MC;3;C;1;Element_compound_mixture:_air;0;2.025763736;1.974563928;0.211739831
S062018D;;0;;S09;08D;8;S;6;Secured;No;Chemistry;Composition_of_Matter;;0;0;0;0;1;0;0;0;0;0;0;0;2A;;Knowing;MC;3;B;1;Element_compound_mixture:_sodium_bicarb;0;1.843487029;2.169801;0.400790957
S062018E;S062018;0;1;S09;08E;8;S;6;Secured;No;Chemistry;Composition_of_Matter;;0;0;0;0;1;0;0;0;0;0;0;0;2A;;Knowing;MC;3;A;1;Element_compound_mixture:_cobalt;0;1.61934563;1.6891479;0.264878112
S062022C;S062022;0;1;S013;14C;8;S;6;Secured;No;Earth_Science;Earth_s_Structure_and_Physical_Features;;0;0;0;0;0;0;0;1;0;0;0;0;1B;;Knowing;MC;2;A;1;Fresh_water_or_salt_water:_river;0;0.929116687;-2.538916937;0.012743606
S062022D;;0;;S013;14D;8;S;6;Secured;No;Earth_Science;Earth_s_Structure_and_Physical_Features;;0;0;0;0;0;0;0;1;0;0;0;0;1B;;Knowing;MC;2;B;1;Fresh_water_or_salt_water:_ocean;0;1.848281765;-2.164172192;0.025309198
S062024A;S062024;0;1;S09;14A;8;S;6;Secured;Yes;Earth_Science;Earth_s_Processes_Cycles_and_History;;0;0;0;0;0;0;0;1;0;0;0;0;1B;;Knowing;MC;4;A;1;Forming_layered_rock;0;1.065741328;0.487521855;0.184781625
S062024B;S062024;0;1;S09;14B;8;S;6;Secured;Yes;Earth_Science;Earth_s_Processes_Cycles_and_History;;0;0;0;0;0;0;1;0;0;0;0;0;1B;;Applying;CR;–;–;1;Shaping_rock_formations;0;1.225464018;2.045429802;0.066401809
S062032;;0;;S06;05;8;S;6;Restricted_Use;Yes;Physics;Physical_States_and_Changes_in_Matter;;0;0;0;0;0;0;0;0;0;0;0;1;3B;;Reasoning;MC;4;C;1;Hot_metal_ball_on_balance;0;1.369590762;2.920580446;0.265235544
S062033;;0;1;S011;13;8;S;6;Secured;Yes;Physics;Physical_States_and_Changes_in_Matter;;0;0;0;0;0;0;0;0;0;0;0;1;1A;;Reasoning;CR;–;–;1;Pressure_applied_to_pistons;0;1.550569368;1.282129906;0.059788704
S062035;;0;1;S03;08;8;S;6;Restricted_Use;Yes;Physics;Energy_Transformation_and_Transfer;;0;0;0;0;0;0;0;0;0;0;1;0;2A;;Knowing;MC;4;C;1;Heating_water_on_a_stove;0;0.554017341;2.273206534;0.054039804
S062037;;0;1;S011;14;8;S;6;Secured;Yes;Physics;Energy_Transformation_and_Transfer;;0;0;0;0;0;0;0;0;0;1;0;0;1B;;Applying;MC;4;A;1;Toy_car_powered_by_battery;0;0.703464286;0.355888468;0.184085188
S062042A;S062042;0;1;S013;08A;8;S;6;Secured;No;Physics;Electricity_and_Magnetism;;0;0;0;0;0;0;0;0;0;1;0;0;1A;;Applying;MC;2;A;1;Parts_of_incandescent_light_bulb_-_filament;0;1.395549157;-2.067977131;0.069544484
S062042B;S062042;0;1;S013;08B;8;S;6;Secured;No;Physics;Electricity_and_Magnetism;;0;0;0;0;0;0;0;0;0;1;0;0;1A;;Applying;MC;2;B;1;Parts_of_incandescent_light_bulb_-_bulb;0;1.64197534;-1.380444589;0.375512249
S062042C;S062042;0;1;S013;08C;8;S;6;Secured;No;Physics;Electricity_and_Magnetism;;0;0;0;0;0;0;0;0;0;1;0;0;1A;;Applying;MC;2;B;1;Parts_of_incandescent_light_bulb_-_mount;0;0.596142924;0.584465796;0.338208747
S062042D;S062042;0;1;S013;08D;8;S;6;Secured;No;Physics;Electricity_and_Magnetism;;0;0;0;0;0;0;0;0;0;1;0;0;1A;;Applying;MC;2;A;1;Parts_of_incandescent_light_bulb_-_base;0;0.683615468;-0.441686865;0.406753945
S062043;;0;;S06;06;8;S;6;Restricted_Use;Yes;Physics;Electricity_and_Magnetism;;0;0;0;0;0;0;0;0;0;0;1;0;2B;;Knowing;CR;–;–;1;Electromagnet_and_paper_clips;0;2.008740048;1.99129798;0.061239198
S062044;;0;1;S02;08;8;S;6;Restricted_Use;Yes;Physics;Energy_Transformation_and_Transfer;;0;0;0;0;0;0;0;0;0;0;0;1;2;A;Reasoning;MC;4;D;1;Metal_rods_in_basin_of_water;0;0.572137348;2.012244589;0.005204537
S062046;;0;1;S02;09;8;S;6;Restricted_Use;Yes;Physics;Electricity_and_Magnetism;;0;0;0;0;0;0;0;0;0;0;0;1;2;A;Reasoning;CR;;;1;Two_magnets_pick_up_paper_clips;0;0.998264506;-0.54152718;0.00255833
S062050;;0;1;S09;11;8;S;6;Secured;Yes;Chemistry;Properties_of_Matter;;0;0;0;0;0;1;0;0;0;0;0;0;4A;;Reasoning;CR;–;–;1;Cabbage_juice_pH_indicators;0;1.047777949;1.696577746;0.000580642
S062051;;0;1;S02;07;8;S;6;Restricted_Use;Yes;Chemistry;Properties_of_Matter;;0;0;0;1;0;0;0;0;0;0;0;0;4;A;Applying;CR;;;1;Color_of_solution_with_pH_indicator;0;0.803681579;0.689165078;0.00271685
S062056;;0;1;S013;11;8;S;6;Secured;Yes;Chemistry;Chemical_Change;;0;0;0;0;0;1;0;0;0;0;0;0;1B;;Reasoning;CR;–;–;1;Mary_has_a_light_stick;0;1.242124922;0.804342792;0.000603156
S062064;;0;1;S09;04;8;S;6;Secured;Yes;Biology;Characteristics_and_Life_Processes_of_Organisms;;0;0;1;0;0;0;0;0;0;0;0;0;2B;;Reasoning;CR;–;–;1;Bones_of_a_bird_are_hollow;0;1.030840182;-1.259588185;0.384221607
S062067;;0;1;S011;07;8;S;6;Secured;Yes;Chemistry;Properties_of_Matter;;0;0;0;0;0;1;0;0;0;0;0;0;3C;;Reasoning;CR;–;–;1;Rate_of_sugar_dissolving_;0;0.654522108;0.599548992;0.00185004
S062075;;0;1;S06;10;8;S;6;Restricted_Use;Yes;Chemistry;Chemical_Change;;0;0;0;0;0;1;0;0;0;0;0;0;2A;;Reasoning;MC;4;D;1;Hugo_s_chemical_reaction;0;1.145919574;1.641167852;0.445535584
S062089;;0;1;S011;05;8;S;6;Secured;Yes;Biology;Ecosystems;;0;1;0;0;0;0;0;0;0;0;0;0;3C;;Knowing;MC;4;D;1;Symbiosis_between_two_organisms;0;1.642052799;1.543966831;0.089224163
S062091A;S062091;0;1;S013;01A;8;S;6;Secured;Yes;Biology;Ecosystems;;1;0;0;0;0;0;0;0;0;0;0;0;1A;;Applying;MC;4;B;1;Producers_in_food_web;0;0.966950344;-1.027832032;0.131745143
S062091B;S062091;0;1;S013;01B;8;S;6;Secured;Yes;Biology;Ecosystems;;1;0;0;0;0;0;0;0;0;0;0;0;1A;;Applying;MC;4;C;1;Eat_only_plants_in_food_web;0;1.137155159;-0.69921736;0.432335939
S062094;;0;1;S02;02;8;S;6;Restricted_Use;Yes;Biology;Characteristics_and_Life_Processes_of_Organisms;;0;1;0;0;0;0;0;0;0;0;0;0;1;B;Knowing;MC;4;B;1;Classify_animal_with_these_features;0;0.885289051;-0.371854679;0.156516941
S062097;;0;1;S013;03;8;S;6;Secured;Yes;Biology;Characteristics_and_Life_Processes_of_Organisms;;0;0;1;0;0;0;0;0;0;0;0;0;3A;;Reasoning;MC;4;A;1;Kate_s_heart_and_breathing_rates;0;0.719380622;-0.154778965;0.130379767
S062099;;0;1;S09;01;8;S;6;Secured;Yes;Biology;Cells_and_Their_Functions;;0;1;0;0;0;0;0;0;0;0;0;0;1A;;Knowing;MC;4;B;1;Cell_development_in_young_animals;0;0.941449472;0.408523142;0.29685217
S062100;;0;1;S013;02;8;S;6;Secured;Yes;Biology;Cells_and_Their_Functions;;1;0;0;0;0;0;0;0;0;0;0;0;1C;;Applying;CR;–;–;1;Cell_structure_of_fossils;0;1.053978027;1.030188834;0.001922138
S062101A;S062101;0;1;S013;04A;8;S;6;Secured;No;Biology;Cells_and_Their_Functions;;0;1;0;0;0;0;0;0;0;0;0;0;1D;;Knowing;MC;4;D;1;Stomach_tissue_and_function:_connective;0;0.96096275;-1.099001591;0.338901907
S062101B;S062101;0;1;S013;04B;8;S;6;Secured;No;Biology;Cells_and_Their_Functions;;0;1;0;0;0;0;0;0;0;0;0;0;1D;;Knowing;MC;4;B;1;Stomach_tissue_and_function:_smooth_muscle;0;2.280214927;1.28639299;0.342705224
S062101C;S062101;0;1;S013;04C;8;S;6;Secured;No;Biology;Cells_and_Their_Functions;;0;1;0;0;0;0;0;0;0;0;0;0;1D;;Knowing;MC;4;C;1;Stomach_tissue_and_function:_nervous;0;1.436186811;0.112816005;0.329044822
S062101D;S062101;0;1;S013;04D;8;S;6;Secured;No;Biology;Cells_and_Their_Functions;;0;1;0;0;0;0;0;0;0;0;0;0;1D;;Knowing;MC;4;A;1;Stomach_tissue_and_function:_blood;0;1.29658152;0.904783223;0.146928129
S062103A;;0;1;S02;04A;8;S;6;Restricted_Use;Yes;Biology;Cells_and_Their_Functions;;0;0;1;0;0;0;0;0;0;0;0;0;2;A;Reasoning;MC;4;C;1;Photosynthesis_and_sunlight;0;1.466938954;0.909163697;0.35150274
S062106;;0;1;S09;03;8;S;6;Secured;Yes;Biology;Life_Cycles_Reproduction_and_Heredity;;0;1;0;0;0;0;0;0;0;0;0;0;2A;;Knowing;MC;4;D;1;Characteristics_of_young_rabbits_;0;0.653300276;-2.120893582;0.023129465
S062112;;0;1;S011;02;8;S;6;Secured;Yes;Biology;Human_Health;;1;0;0;0;0;0;0;0;0;0;0;0;1B;;Applying;CR;–;–;1;Tony_gets_the_measles;0;0.525204121;-1.465835391;0.0638361
S062116A;S062116;0;1;S03;06A;8;S;6;Restricted_Use;Yes;Biology;Ecosystems;;0;0;1;0;0;0;0;0;0;0;0;0;4A;;Reasoning;CR;–;–;1;Population_change_years_2-3;0;1.28349316;0.317686397;0.059658096
S062116B;S062116;0;1;S03;06B;8;S;6;Restricted_Use;Yes;Biology;Ecosystems;;0;0;1;0;0;0;0;0;0;0;0;0;4B;;Reasoning;CR;–;–;1;Population_change_years_4-6;0;1.38943356;0.82906912;0.00037993
S062116C;S062116;0;1;S03;06C;8;S;6;Restricted_Use;Yes;Biology;Ecosystems;;0;0;1;0;0;0;0;0;0;0;0;0;4A;;Reasoning;CR;–;–;1;Species_of_fish_best_survive;0;1.140076578;1.683290295;0.000204237
S062118;;0;1;S02;03;8;S;6;Restricted_Use;Yes;Biology;Diversity_Adaptation_and_Natural_Selection;;1;0;0;0;0;0;0;0;0;0;0;0;1;B;Applying;CR;;;1;Mice_living_on_beach_advantage;0;0.806271891;-0.570887527;0.201725187
S062119;;0;1;S011;03;8;S;6;Secured;Yes;Biology;Diversity_Adaptation_and_Natural_Selection;;0;0;1;0;0;0;0;0;0;0;0;0;2A;;Reasoning;MC;4;C;1;Fossils_in_rock_layers;0;1.151877852;-0.881607185;0.13352424
S062128;;0;1;S013;06;8;S;6;Secured;Yes;Physics;Motion_and_Forces;;0;0;0;0;0;0;0;0;0;1;0;0;3B;;Applying;CR;–;–;1;Densities_of_three_liquids;0;1.104785113;0.112769744;0.160726293
S062132;;0;1;S09;05;8;S;6;Secured;Yes;Physics;Energy_Transformation_and_Transfer;;0;0;0;0;0;0;0;0;0;1;0;0;2B;;Applying;MC;4;C;1;Water_and_tea_graphs;0;0.585435552;-0.929225955;0.026792886
S062143;;0;;S09;09;8;S;6;Secured;Yes;Physics;Physical_States_and_Changes_in_Matter;;0;0;0;0;0;0;0;0;0;1;0;0;2B;;Applying;CR;–;–;1;Heating_water_in_test_tube;0;1.602984372;2.283049488;0.020335849
S062144;;0;1;S03;09;8;S;6;Restricted_Use;Yes;Physics;Energy_Transformation_and_Transfer;;0;0;0;0;0;0;0;0;0;1;0;0;1B;;Applying;MC;4;D;1;Energy_change_in_sliding;0;1.031091038;0.304404417;0.497763749
S062149;;0;1;S02;10;8;S;6;Restricted_Use;Yes;Physics;Light_and_Sound;;0;0;0;0;0;0;0;0;0;0;1;0;1;C;Knowing;CR;;;1;Mirrors_around_a_corner;0;0.4627192;2.129493697;0.003717994
S062153;;0;1;S09;07;8;S;6;Secured;Yes;Physics;Light_and_Sound;;0;0;0;0;0;0;0;0;0;0;0;1;1A;;Reasoning;MC;4;C;1;Flashlight_on_blue_ball;0;1.925618567;1.000724885;0.314895182
S062158;;0;1;S06;07;8;S;6;Restricted_Use;Yes;Physics;Light_and_Sound;;0;0;0;0;0;0;0;0;0;1;0;0;2A;;Applying;MC;4;B;1;Graphs_of_musical_notes;0;1.465573638;1.366444713;0.439873219
S062159;;0;1;S06;08;8;S;6;Restricted_Use;Yes;Physics;Motion_and_Forces;;0;0;0;0;0;0;0;0;0;1;0;0;3D;;Applying;MC;4;D;1;Box_pulled_by_three_forces;0;1.269052899;0.145462943;0.248564856
S062162;;0;1;S03;10;8;S;6;Restricted_Use;Yes;Physics;Motion_and_Forces;;0;0;0;0;0;0;0;0;0;1;0;0;3A;;Applying;CR;–;–;1;Moving_box_onto_truck;0;1.370933324;0.838864271;0.059762141
S062163;;0;1;S09;06;8;S;6;Secured;Yes;Physics;Motion_and_Forces;;0;0;0;0;0;0;0;0;0;0;0;1;3C;;Reasoning;CR;–;–;1;Truck_sank_into_the_mud;0;1.553134492;1.84882324;0.011463911
S062171;;0;1;S03;13;8;S;6;Restricted_Use;Yes;Earth_Science;Earth_s_Processes_Cycles_and_History;;0;0;0;0;0;0;0;1;0;0;0;0;2B;;Knowing;MC;4;C;1;Mountain_range_at_edge_of_ocean;0;0.293220572;-0.667997209;0.020093401
S062173B;;0;1;S06;13B;8;S;6;Restricted_Use;Yes;Earth_Science;Earth_s_Processes_Cycles_and_History;;0;0;0;0;0;0;0;0;1;0;0;0;3C;;Reasoning;MC;4;A;1;Climate_and_geography;0;1.332928582;0.701538194;0.196461876
S062175;;0;1;S06;12;8;S;6;Restricted_Use;Yes;Earth_Science;Earth_s_Resources_Their_Use_and_Conservation;;0;0;0;0;0;0;0;0;1;0;0;0;1B;;Reasoning;CR;–;–;1;Power_plant_geographic_factor;0;0.703530818;0.520768791;0.308257751
S062177;;0;1;S011;09;8;S;6;Secured;Yes;Earth_Science;Earth_s_Processes_Cycles_and_History;;0;0;0;0;0;0;0;1;0;0;0;0;1C;;Knowing;MC;4;D;1;Formation_of_oil;0;0.947123603;0.026447501;0.028950416
S062180;;0;1;S013;13;8;S;6;Secured;Yes;Earth_Science;Earth_s_Processes_Cycles_and_History;;0;0;0;0;0;0;1;0;0;0;0;0;3D;;Applying;MC;4;A;1;Melting_permafrost;0;1.58310434;0.337528449;0.267145023
S062186;;0;;S011;10;8;S;6;Secured;Yes;Earth_Science;Earth_s_Structure_and_Physical_Features;;0;0;0;0;0;0;0;1;0;0;0;0;2A;;Knowing;MC;4;B;1;Greenhouse_on_Mars;0;2.028112935;1.772969759;0.23177434
S062189A;S062189;0;1;S02;01A;8;S;6;Restricted_Use;No;Earth_Science;Earth_s_Resources_Their_Use_and_Conservation;;0;0;0;0;0;0;0;1;0;0;0;0;1;C;Knowing;MC;2;A;1;Benefits_of_recycling_paper:_deforestation;0;0.668603967;-2.163207436;0.406770091
S062189B;S062189;0;1;S02;01B;8;S;6;Restricted_Use;No;Earth_Science;Earth_s_Resources_Their_Use_and_Conservation;;0;0;0;0;0;0;0;1;0;0;0;0;1;C;Knowing;MC;2;B;1;Benefits_of_recycling_paper:_oxygen;0;1.197031201;-2.26593403;0.023804245
S062190;;0;1;S09;13;8;S;6;Secured;Yes;Earth_Science;Earth_s_Resources_Their_Use_and_Conservation;;0;0;0;0;0;0;0;1;0;0;0;0;1B;;Knowing;MC;4;D;1;Disadvantage_of_solar_energy;0;0.931760948;-0.635733533;0.009118202
S062205;;0;1;S09;12;8;S;6;Secured;Yes;Earth_Science;Earth_s_Structure_and_Physical_Features;;0;0;0;0;0;0;0;1;0;0;0;0;2A;;Knowing;MC;4;A;1;Gases_in_Earth_s_atmosphere;0;0.850180075;0.784791524;0.028828884
S062211A;;0;1;S011;11A;8;S;6;Secured;Yes;Earth_Science;Earth_s_Processes_Cycles_and_History;;0;0;0;0;0;0;1;0;0;0;0;0;3B;;Applying;CR;–;–;1;Warmest_and_driest_time_of_year;0;1.031574143;0.764828573;0.078554431
S062211B;;0;;S011;11B;8;S;6;Secured;Yes;Earth_Science;Earth_s_Processes_Cycles_and_History;;0;0;0;0;0;0;0;0;1;0;0;0;3A;;Reasoning;CR;–;–;1;Climate_data_are_wrong;0;1.366458762;2.927274582;0.000106572
S062225;;0;1;S03;04;8;S;6;Restricted_Use;Yes;Biology;Diversity_Adaptation_and_Natural_Selection;;1;0;0;0;0;0;0;0;0;0;0;0;2B;;Applying;MC;4;A;1;Bone_structure_of_forelimbs;0;0.601169822;2.100214296;0.372615959
S062233;;0;1;S03;11;8;S;6;Restricted_Use;Yes;Earth_Science;Earth_s_Structure_and_Physical_Features;;0;0;0;0;0;0;0;1;0;0;0;0;1B;;Knowing;MC;4;B;1;Water_source_for_desalinization;0;1.296250957;0.864705261;0.289413658
S062235;;0;1;S013;12;8;S;6;Secured;Yes;Earth_Science;Earth_s_Resources_Their_Use_and_Conservation;;0;0;0;0;0;0;0;1;0;0;0;0;2A;;Knowing;MC;4;A;1;Negative_effects_of_fertilizer;0;1.995027917;1.015039135;0.279511186
S062243A;S062243;0;1;S013;15A;8;S;6;Secured;No;Earth_Science;Earth_s_Processes_Cycles_and_History;;0;0;0;0;0;0;0;0;1;0;0;0;3B;;Reasoning;MC;4;C;1;Animals_and_habitat:_deer;0;1.302571168;-0.330159342;0.014712017
S062243B;S062243;0;1;S013;15B;8;S;6;Secured;No;Earth_Science;Earth_s_Processes_Cycles_and_History;;0;0;0;0;0;0;0;0;1;0;0;0;3B;;Reasoning;MC;4;D;1;Animals_and_habitat:_monkey;0;1.584804786;-0.656077142;0.455212547
S062243C;S062243;0;1;S013;15C;8;S;6;Secured;No;Earth_Science;Earth_s_Processes_Cycles_and_History;;0;0;0;0;0;0;0;0;1;0;0;0;3B;;Reasoning;MC;4;A;1;Animals_and_habitat:_camel;0;1.905945812;-0.249842574;0.296212396
S062243D;S062243;0;1;S013;15D;8;S;6;Secured;No;Earth_Science;Earth_s_Processes_Cycles_and_History;;0;0;0;0;0;0;0;0;1;0;0;0;3B;;Reasoning;MC;4;B;1;Animals_and_habitat:_polar_bear;0;1.674300997;-0.107479248;0.006384126
S062246;;0;1;S013;10;8;S;6;Secured;Yes;Chemistry;Composition_of_Matter;;0;0;0;0;1;0;0;0;0;0;0;0;1A;;Knowing;MC;4;C;1;True_of_all_neutral_atoms;0;1.163578433;1.875686538;0.299170699
S062247;;0;;S011;08;8;S;6;Secured;Yes;Chemistry;Properties_of_Matter;;0;0;0;0;1;0;0;0;0;0;0;0;4A;;Knowing;MC;4;B;1;Properties_of_baking_soda;0;1.834840513;2.180025987;0.364035358
S062253;;0;1;S02;06;8;S;6;Restricted_Use;Yes;Chemistry;Chemical_Change;;0;0;0;0;1;0;0;0;0;0;0;0;3;A;Knowing;MC;4;D;1;Chemical_reaction_definition;0;0.880792398;0.396653494;0.002961271
S062262;;0;1;S03;07;8;S;6;Restricted_Use;Yes;Physics;Light_and_Sound;;0;0;0;0;0;0;0;0;0;0;1;0;2B;;Knowing;MC;4;A;1;Sound_used_by_animals;0;1.779574113;1.329037152;0.11859546
S062268;;0;1;S02;11;8;S;6;Restricted_Use;Yes;Physics;Forces_and_Motion;;0;0;0;0;0;0;0;0;0;1;0;0;3;A;Applying;MC;4;A;1;Toy_car_s_distance_over_time;0;1.985608078;-0.369878699;0.483389399
S062271;;0;1;S02;14;8;S;6;Restricted_Use;Yes;Earth_Science;Earth_in_the_Solar_System_and_the_Universe;;0;0;0;0;0;0;1;0;0;0;0;0;1;B;Applying;MC;4;C;1;Solar_system_changing_seasons;0;0.889930358;0.941875297;0.44613659
S062275;;0;1;S03;03;8;S;6;Restricted_Use;Yes;Chemistry;Properties_of_Matter;;0;0;0;1;0;0;0;0;0;0;0;0;3A;;Applying;CR;–;–;1;Separate_oil_and_water;0;1.087714453;0.870859433;0.000628343
S062276;;0;1;S09;10;8;S;6;Secured;Yes;Chemistry;Chemical_Change;;0;0;0;1;0;0;0;0;0;0;0;0;1B;;Applying;CR;–;–;1;Iron_object_changes_color;0;0.830419246;2.446522781;0.017526919
S062279;;0;1;S011;01;8;S;6;Secured;Yes;Biology;Human_Health;;0;1;0;0;0;0;0;0;0;0;0;0;2B;;Knowing;MC;4;A;1;Healthy_and_balanced_meal;0;0.951719845;-0.597203054;0.248736626
S062284;;0;1;S06;03;8;S;6;Restricted_Use;Yes;Biology;Life_Cycles_Reproduction_and_Heredity;;1;0;0;0;0;0;0;0;0;0;0;0;2A;;Applying;MC;4;B;1;Hair_color_of_young_rabbits;0;0.709060878;0.079210026;0.465466906
